genus,species,family,demersal,benthopelagic,bathydemersal,pelagic,pelagic-neritic,pelagic-oceanic,reef-associated,epipelagic,mesopelagic,bathypelagic,abyssopelagic,marine,freshwater,brackish,anadromous,catadromous,amphidromous,potamodromous,limnodromous,oceanodromous,non-migratory,min_depth_m,max_depth_m,usual_min_depth_m,usual_max_depth_m,min_ph,max_ph,min_dh,max_dh,url
upeneus,oligospilus,mullidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,13.0,,,,,,,https://www.fishbase.net.br/summary/Upeneus_oligospilus.html
heniochus,acuminatus,Chaetodontidae,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,2.0,178.0,15.0,75.0,,,,,https://www.fishbase.ca/summary/Heniochus_acuminatus.html
charax,caudimaculatus,characidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Charax_caudimaculatus.html
neobythites,fijiensis,ophidiidae,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,360.0,380.0,,,,,,,https://www.fishbase.se/summary/Neobythites_fijiensis.html
luxilus,zonistius,cyprinidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Luxilus_zonistius.html
labeobarbus,lucius,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Labeobarbus_lucius.html
lythrurus,roseipinnis,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Lythrurus_roseipinnis.html
jupiaba,keithi,characidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Jupiaba_keithi.html
amblyeleotris,diagonalis,Gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,6.0,40.0,,,,,,,https://www.fishbase.ca/summary/Amblyeleotris_diagonalis.html
squalius,fellowesii,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Squalius_fellowesii.html
ladigesocypris,ghigii,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,7.0,7.5,,,https://www.fishbase.se/summary/Ladigesocypris_ghigii.html
parapriacanthus,ransonneti,Pempheridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,30.0,,,,,,,https://www.fishbase.ca/summary/Parapriacanthus_ransonneti.html
rhabdalestes,septentrionalis,characidae,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,6.0,7.5,6.0,20.0,https://www.fishbase.de/summary/Rhabdalestes_septentrionalis.html
ostorhinchus,monospilus,apogonidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,41.0,,,,,,,https://www.fishbase.net.br/summary/Ostorhinchus_monospilus.html
pristiapogon,taeniopterus,Apogonidae,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,42.0,1.0,9.0,,,,,https://www.fishbase.se/summary/Pristiapogon_taeniopterus.html
sillago,vincenti,sillaginidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,0.0,10.0,,,,,,,https://www.fishbase.ca/summary/Sillago_vincenti.html
jupiaba,maroniensis,characidae,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Jupiaba_maroniensis.html
gila,atraria,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Gila_atraria.html
clupeichthys,aesarnensis,clupeidae,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.de/summary/Clupeichthys_aesarnensis.html
neobythites,sereti,ophidiidae,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,?,1500.0,,,,,,,https://www.fishbase.net.br/summary/Neobythites_sereti.html
ariopsis,felis,ariidae,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Ariopsis_felis.html
platax,teira,ephippidae,,,,1.0,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,3.0,25.0,,,,,,,https://www.fishbase.ca/summary/Platax_teira.html
garra,hindii,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Garra_hindii.html
parosphromenus,deissneri,osphronemidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,5.6,7.2,,,https://www.fishbase.se/summary/Parosphromenus_deissneri.html
hypsibarbus,malcolmi,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.ca/summary/Hypsibarbus_malcolmi.html
pristiapogon,fraenatus,apogonidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,50.0,,,,,,,https://www.fishbase.de/summary/Pristiapogon_fraenatus.html
nexilosus,latifrons,pomacentridae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,10.0,,,,,,,https://www.fishbase.net.br/summary/Nexilosus_latifrons.html
monacanthus,ciliatus,monacanthidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,50.0,,,,,,,https://www.fishbase.ca/summary/Monacanthus_ciliatus.html
gaidropsarus,mediterraneus,lotidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,0.0,40.0,,,,,,,https://www.fishbase.de/summary/Gaidropsarus_mediterraneus.html
erisphex,philippinus,aploactinidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,?,366.0,,,,,,,https://www.fishbase.ca/summary/Erisphex_philippinus.html
carangoides,praeustus,carangidae,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,https://www.fishbase.se/summary/Carangoides_praeustus.html
paracaesio,sordida,Lutjanidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,5.0,200.0,?,100.0,,,,,https://www.fishbase.ca/summary/Paracaesio_sordida.html
iguanodectes,geisleri,iguanodectidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Iguanodectes_geisleri.html
stomatorhinus,ater,mormyridae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Stomatorhinus_ater.html
pseudobalistes,fuscus,Balistidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,30.0,50.0,,,,,,,https://www.fishbase.se/summary/Pseudobalistes_fuscus.html
liopropoma,susumi,Serranidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,34.0,,,,,,,https://www.fishbase.ca/summary/Liopropoma_susumi.html
scolopsis,taenioptera,Nemipteridae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,50.0,,,,,,,https://www.fishbase.ca/summary/Scolopsis_taenioptera.html
ostorhinchus,taeniophorus,apogonidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,15.0,,,,,,,https://www.fishbase.se/summary/Ostorhinchus_taeniophorus.html
entomacrodus,thalassinus,Blenniidae,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,5.0,,,,,,,https://www.fishbase.se/summary/Entomacrodus_thalassinus.html
neoglyphidodon,bonang,pomacentridae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,20.0,,,,,,,https://www.fishbase.ca/summary/Neoglyphidodon_bonang.html
pamphorichthys,scalpridens,poeciliidae,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Pamphorichthys_scalpridens.html
hippocampus,guttulatus,syngnathidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,0.0,30.0,,,,,,,https://www.fishbase.net.br/summary/Hippocampus_guttulatus.html
anampses,lennardi,labridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,?,24.0,,,,,,,https://www.fishbase.ca/summary/Anampses_lennardi.html
photopectoralis,bindus,Leiognathidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,2.0,160.0,,,,,,,https://www.fishbase.ca/summary/Photopectoralis_bindus.html
epinephelus,chlorostigma,serranidae,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,4.0,300.0,,,,,,,https://www.fishbase.se/summary/Epinephelus_chlorostigma.html
petroscirtes,ancylodon,blenniidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Petroscirtes_ancylodon.html
calotomus,zonarchus,scaridae,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,12.0,170.0,,,,,,,https://www.fishbase.se/summary/Calotomus_zonarchus.html
leiognathus,equulus,leiognathidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,10.0,110.0,,,,,,,https://www.fishbase.de/summary/Leiognathus_equulus.html
atractosteus,tristoechus,lepisosteidae,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Atractosteus_tristoechus.html
phenacoscorpius,megalops,scorpaenidae,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,68.0,622.0,,,,,,,https://www.fishbase.ca/summary/Phenacoscorpius_megalops.html
auxis,rochei,scombridae,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,10.0,?,,,,,,,https://www.fishbase.ca/summary/Auxis_rochei.html
atherinomorus,insularum,atherinidae,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,0.0,2.0,,,,,,,https://www.fishbase.se/summary/Atherinomorus_insularum.html
rastrelliger,kanagurta,scombridae,,,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,20.0,90.0,,,,,,,https://www.fishbase.se/summary/Rastrelliger_kanagurta.html
istiblennius,meleagris,blenniidae,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Istiblennius_meleagris.html
chaetodontoplus,mesoleucus,pomacanthidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,20.0,,,,,,,https://www.fishbase.de/summary/Chaetodontoplus_mesoleucus.html
notropis,ozarcanus,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Notropis_ozarcanus.html
sargocentron,caudimaculatum,Holocentridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,40.0,,,,,,,https://www.fishbase.ca/summary/Sargocentron_caudimaculatum.html
myripristis,murdjan,Holocentridae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,50.0,,,,,,,https://www.fishbase.ca/summary/Myripristis_murdjan.html
synodus,dermatogenys,Synodontidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,91.0,,,,,,,https://www.fishbase.se/summary/Synodus_dermatogenys.html
arothron,stellatus,Tetraodontidae,,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,3.0,58.0,,,,,,,https://www.fishbase.se/summary/Arothron_stellatus.html
lates,niloticus,latidae,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,10.0,60.0,,,,,,,https://www.fishbase.ca/summary/Lates_niloticus.html
opistognathus,solorensis,opistognathidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,35.0,,,,,,,https://www.fishbase.de/summary/Opistognathus_solorensis.html
cryptocentrus,caeruleomaculatus,gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,30.0,,,,,,,https://www.fishbase.net.br/summary/Cryptocentrus_caeruleomaculatus.html
hemibrycon,taeniurus,characidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Hemibrycon_taeniurus.html
periophthalmus,novemradiatus,gobiidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,https://www.fishbase.ca/summary/Periophthalmus_novemradiatus.html
pangasianodon,hypophthalmus,pangasiidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,6.5,7.5,2.0,29.0,https://www.fishbase.se/summary/Pangasianodon_hypophthalmus.html
kichulchoia,brevifasciata,Cobitidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Kichulchoia_brevifasciata.html
epinephelus,fasciatus,serranidae,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,4.0,160.0,20.0,45.0,,,,,https://www.fishbase.de/summary/Epinephelus_fasciatus.html
barbus,oxyrhynchus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Barbus_oxyrhynchus.html
otocinclus,affinis,loricariidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,8.0,5.0,19.0,https://www.fishbase.net.br/summary/Otocinclus_affinis.html
crossocheilus,oblongus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,6.5,8.0,5.0,20.0,https://www.fishbase.ca/summary/Crossocheilus_oblongus.html
pteronotropis,hypselopterus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Pteronotropis_hypselopterus.html
enteromius,teugelsi,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Enteromius_teugelsi.html
hemigobius,hoevenii,gobiidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,0.0,5.0,,,,,,,https://www.fishbase.ca/summary/Hemigobius_hoevenii.html
percina,maculata,Percidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Percina_maculata.html
pomacentrus,moluccensis,pomacentridae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,60.0,,,,,,,https://www.fishbase.de/summary/Pomacentrus_moluccensis.html
plagiotremus,rhinorhynchos,blenniidae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,40.0,,,,,,,https://www.fishbase.net.br/summary/Plagiotremus_rhinorhynchos.html
lobocheilos,cornutus,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Lobocheilos_cornutus.html
serrasalmus,compressus,serrasalmidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Serrasalmus_compressus.html
henicorhynchus,entmema,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.se/summary/Henicorhynchus_entmema.html
sarcocheilichthys,sinensis,Cyprinidae,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Sarcocheilichthys_sinensis.html
scorpaenopsis,oxycephala,Scorpaenidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,?,400.0,,,,,,,https://www.fishbase.se/summary/Scorpaenopsis_oxycephala.html
tomicodon,eos,gobiesocidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Tomicodon_eos.html
oncorhynchus,tshawytscha,Salmonidae,,1.0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,0.0,375.0,,,,,,,https://www.fishbase.net.br/summary/Oncorhynchus_tshawytscha.html
balitoropsis,zollingeri,balitoridae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Balitoropsis_zollingeri.html
lethrinus,erythropterus,lethrinidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,2.0,25.0,,,,,,,https://www.fishbase.ca/summary/Lethrinus_erythropterus.html
chrysobrycon,hesperus,characidae,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Chrysobrycon_hesperus.html
antennatus,nummifer,antennariidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,293.0,19.0,20.0,,,,,https://www.fishbase.se/summary/Antennatus_nummifer.html
scorpaenopsis,possi,scorpaenidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,55.0,,,,,,,https://www.fishbase.ca/summary/Scorpaenopsis_possi.html
fundulus,escambiae,Fundulidae,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,https://www.fishbase.de/summary/Fundulus_escambiae.html
neozoarces,steindachneri,zoarcidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,10.0,,,,,,,https://www.fishbase.net.br/summary/Neozoarces_steindachneri.html
phenacobius,crassilabrum,Cyprinidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Phenacobius_crassilabrum.html
pempheris,adspersa,pempheridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,70.0,,,,,,,https://www.fishbase.ca/summary/Pempheris_adspersa.html
atherinella,venezuelae,atherinopsidae,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Atherinella_venezuelae.html
labidochromis,maculicauda,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Labidochromis_maculicauda.html
chitala,blanci,notopteridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Chitala_blanci.html
phenacogaster,carteri,characidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Phenacogaster_carteri.html
cyprinella,callisema,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Cyprinella_callisema.html
labropsis,australis,labridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,55.0,,,,,,,https://www.fishbase.ca/summary/Labropsis_australis.html
entomacrodus,decussatus,blenniidae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,3.0,,,,,,,https://www.fishbase.ca/summary/Entomacrodus_decussatus.html
bathygobius,laddi,gobiidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Bathygobius_laddi.html
chaenobryttus,gulosus,Centrarchidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,7.0,7.5,10.0,20.0,https://www.fishbase.se/summary/Chaenobryttus_gulosus.html
ostorhinchus,chrysopomus,apogonidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,25.0,,,,,,,https://www.fishbase.ca/summary/Ostorhinchus_chrysopomus.html
myripristis,tiki,holocentridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,15.0,,,,,,,https://www.fishbase.de/summary/Myripristis_tiki.html
protomelas,labridens,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Protomelas_labridens.html
macropharyngodon,vivienae,labridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,https://www.fishbase.ca/summary/Macropharyngodon_vivienae.html
notropis,sabinae,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Notropis_sabinae.html
menidia,beryllina,atherinopsidae,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,0.0,30.0,,,,,,,https://www.fishbase.se/summary/Menidia_beryllina.html
haplochromis,prognathus,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,?,6.0,,,,,,,https://www.fishbase.ca/summary/Haplochromis_prognathus.html
xiphasia,matsubarai,blenniidae,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,0.0,4960.0,,,,,,,https://www.fishbase.net.br/summary/Xiphasia_matsubarai.html
ericymba,amplamala,cyprinidae,,,,1.0,,,,,,,,,1.0,,,,,,,,,0.0,1.0,,,,,,,https://www.fishbase.de/summary/Ericymba_amplamala.html
kyphosus,bigibbus,kyphosidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,2.0,?,,,,,,,https://www.fishbase.ca/summary/Kyphosus_bigibbus.html
canthigaster,papua,tetraodontidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,6.0,50.0,,,,,,,https://www.fishbase.ca/summary/Canthigaster_papua.html
ambloplites,ariommus,centrarchidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Ambloplites_ariommus.html
scorpaena,maderensis,scorpaenidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,20.0,40.0,,,,,,,https://www.fishbase.ca/summary/Scorpaena_maderensis.html
aztecula,sallaei,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Aztecula_sallaei.html
haplochromis,pallidus,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Haplochromis_pallidus.html
nocomis,biguttatus,cyprinidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Nocomis_biguttatus.html
gnathodolus,bidens,anostomidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Gnathodolus_bidens.html
priolepis,farcimen,gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,https://www.fishbase.ca/summary/Priolepis_farcimen.html
agosia,chrysogaster,Cyprinidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Agosia_chrysogaster.html
monotaxis,grandoculis,Lethrinidae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,0.0,100.0,5.0,30.0,,,,,https://www.fishbase.ca/summary/Monotaxis_grandoculis.html
labeobarbus,wittei,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Labeobarbus_wittei.html
paraplagusia,bilineata,cynoglossidae,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,25.0,,,,,,,https://www.fishbase.se/summary/Paraplagusia_bilineata.html
scolopsis,vosmeri,nemipteridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,25.0,,,,,,,https://www.fishbase.net.br/summary/Scolopsis_vosmeri.html
leptorhamdia,marmorata,heptapteridae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Leptorhamdia_marmorata.html
nemipterus,zysron,nemipteridae,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,10.0,125.0,,,,,,,https://www.fishbase.se/summary/Nemipterus_zysron.html
osmerus,mordax,Osmeridae,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,0.0,425.0,?,150.0,,,,,https://www.fishbase.ca/summary/Osmerus_mordax.html
alosa,caspia,clupeidae,1.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Alosa_caspia.html
gila,coerulea,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Gila_coerulea.html
lutjanus,vitta,lutjanidae,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,10.0,72.0,,,,,,,https://www.fishbase.ca/summary/Lutjanus_vitta.html
istigobius,ornatus,Gobiidae,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,0.0,5.0,,,,,,,https://www.fishbase.se/summary/Istigobius_ornatus.html
labeo,indramontri,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Labeo_indramontri.html
myzopsetta,proboscidea,pleuronectidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,0.0,160.0,10.0,125.0,,,,,https://www.fishbase.se/summary/Myzopsetta_proboscidea.html
cetoscarus,ocellatus,scaridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,30.0,,,,,,,https://www.fishbase.ca/summary/Cetoscarus_ocellatus.html
cheilio,inermis,labridae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,30.0,2.0,30.0,,,,,https://www.fishbase.de/summary/Cheilio_inermis.html
gazza,minuta,leiognathidae,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,10.0,110.0,,,,,,,https://www.fishbase.se/summary/Gazza_minuta.html
emmelichthys,struhsakeri,emmelichthyidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,180.0,428.0,,,,,,,https://www.fishbase.net.br/summary/Emmelichthys_struhsakeri.html
etheostoma,rupestre,percidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Etheostoma_rupestre.html
enneapterygius,randalli,tripterygiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,27.0,,,,,,,https://www.fishbase.ca/summary/Enneapterygius_randalli.html
pyrrhulina,obermulleri,lebiasinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Pyrrhulina_obermulleri.html
lutjanus,griseus,lutjanidae,,,,,,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,5.0,180.0,?,50.0,,,,,https://www.fishbase.ca/summary/Lutjanus_griseus.html
lethrinus,crocineus,lethrinidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,5.0,150.0,,,,,,,https://www.fishbase.de/summary/Lethrinus_crocineus.html
corythoichthys,amplexus,syngnathidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,31.0,,,,,,,https://www.fishbase.net.br/summary/Corythoichthys_amplexus.html
thryssa,mystax,engraulidae,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,1.0,,0.0,50.0,,,,,,,https://www.fishbase.se/summary/Thryssa_mystax.html
horabagrus,brachysoma,bagridae,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,https://www.fishbase.ca/summary/Horabagrus_brachysoma.html
chaetodon,wiebeli,chaetodontidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,4.0,25.0,,,,,,,https://www.fishbase.ca/summary/Chaetodon_wiebeli.html
helcogramma,ellioti,tripterygiidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,2.0,10.0,2.0,5.0,,,,,https://www.fishbase.se/summary/Helcogramma_ellioti.html
leptocypris,guineensis,cyprinidae,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Leptocypris_guineensis.html
hydrolagus,mitsukurii,chimaeridae,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,716.0,1054.0,,,,,,,https://www.fishbase.de/summary/Hydrolagus_mitsukurii.html
anampses,geographicus,Labridae,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,25.0,,,,,,,https://www.fishbase.net.br/summary/Anampses_geographicus.html
siphateles,bicolor,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Siphateles_bicolor.html
zoramia,flebila,apogonidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,8.0,12.0,,,,,,,https://www.fishbase.ca/summary/Zoramia_flebila.html
lactoria,fornasini,Ostraciidae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,5.0,132.0,6.0,30.0,,,,,https://www.fishbase.ca/summary/Lactoria_fornasini.html
