genus,species,demersal,marine,min_depth_m,max_depth_m,usual_min_depth_m,usual_max_depth_m,benthopelagic,freshwater,min_ph,max_ph,min_dh,max_dh,reef-associated,pelagic,amphidromous,brackish,non-migratory,potamodromous,bathydemersal,oceanodromous,pelagic-neritic,anadromous,pelagic-oceanic,bathypelagic,catadromous
abbottina,rivularis,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,
kichulchoia,brevifasciata,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
phenacobius,uranops,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
anchoa,spinifer,,1.0,1,55,5,30,,1.0,,,,,,,,1.0,,,,,1.0,,,,
ostorhinchus,hartzfeldii,,1.0,1,28,1,12,,,,,,,1.0,,,,,,,,,,,,
ostorhinchus,compressus,,1.0,2,20,,,,,,,,,1.0,,,,,,,,,,,,
acanthurus,bahianus,,1.0,2,80,,,,,,,,,1.0,,,,,,,,,,,,
phenacobius,mirabilis,1.0,,,,,,,1.0,6.5,6.5,5.0,5.0,,,,,,,,,,,,,
pomacanthus,paru,,1.0,3,100,,,,,,,,,1.0,,,,1.0,,,,,,,,
lepomis,miniatus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
enteromius,inaequalis,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
psammogobius,biocellatus,,1.0,0,3,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,
puntioplites,proctozystron,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,
epinephelus,tauvina,,1.0,1,300,,,,,,,,,1.0,,,,,,,1.0,,,,,
enteromius,pobeguini,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,
amphilophus,citrinellus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
amphiprion,chrysopterus,,1.0,0,40,,,,,,,,,1.0,,,,1.0,,,,,,,,
pristipomoides,auricilla,,1.0,90,360,181,270,1.0,,,,,,,,,,,,,,,,,,
congochromis,sabinae,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
phractura,brevicauda,1.0,,,,,,,1.0,6.5,6.5,5.0,5.0,,,,,,,,,,,,,
sebastapistes,fowleri,,1.0,2,61,,,,,,,,,1.0,,,,,,,,,,,,
microphilypnus,ternetzi,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
astroblepus,eigenmanni,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
cryptocentrus,leptocephalus,,1.0,0,18,,,,,,,,,1.0,,,,,,,,,,,,
moxostoma,poecilurum,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
enneapterygius,rufopileus,,1.0,0,6,,,,,,,,,1.0,,,,1.0,,,,,,,,
epinephelus,miliaris,,1.0,1,200,,,,,,,,,1.0,,,,,,,,,,,,
tor,tambroides,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
thalassoma,lunare,,1.0,1,20,1,20,,,,,,,1.0,,,,,,,,,,,,
urocampus,carinirostris,1.0,1.0,0,5,,,,,,,,,,,,1.0,,,,,,,,,
mycteroperca,venenosa,,1.0,2,137,5,35,,,,,,,1.0,,,,,,,,,,,,
sphyraena,putnamae,,1.0,3,20,,,,,,,,,1.0,,,,,,,,,,,,
chiloglanis,cameronensis,,,,,,,1.0,1.0,,,5.0,5.0,,,,1.0,,,,,,,,,
plectorhinchus,picus,,1.0,3,50,,,,,,,,,1.0,,,,1.0,,,,,,,,
cirrhilabrus,scottorum,,1.0,3,40,,,,,,,,,1.0,,,,,,,,,,,,
kyphosus,vaigiensis,,1.0,0,40,,,,,,,,,1.0,,,,,,,1.0,,,,,
callichthys,callichthys,1.0,,,,,,,1.0,5.8,5.8,0.0,0.0,,,,,,,,,,,,,
anampses,twistii,,1.0,5,30,,,,,,,,,1.0,,,,,,,,,,,,
epinephelus,howlandi,,1.0,1,37,,,,,,,,,1.0,,,,,,,,,,,,
antennatus,tuberosus,,1.0,0,73,0,10,,,,,,,1.0,,,,,,,,,,,,
chaetodon,auriga,,1.0,0,60,,,,,,,,,1.0,,,,1.0,,,,,,,,
pseudolaguvia,muricata,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
luxilus,cornutus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
labeobarbus,lucius,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
rypticus,subbifrenatus,,1.0,1,26,1,2,,,,,,,1.0,,,,,,,,,,,,
rhinogobius,similis,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
labeobarbus,rocadasi,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
schizodon,vittatus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
zebrasoma,scopas,,1.0,0,60,1,60,,,,,,,1.0,,,,,,,,,,,,
breviraja,claramaculata,,1.0,293,896,,,,,,,,,,,,,,,1.0,,,,,,
stethojulis,trilineata,,1.0,0,20,,,,,,,,,1.0,,,,,,,,,,,,
aphyocypris,chinensis,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
enneapterygius,elegans,,1.0,0,12,,,,,,,,,1.0,,,,,,,,,,,,
notropis,scepticus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
girardinus,denticulatus,1.0,,,,,,,1.0,6.8,6.8,5.0,5.0,,,,,1.0,,,,,,,,
pseudacanthicus,fordii,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
epibulus,insidiator,,1.0,0,50,,,,,,,,,1.0,,,,,,,,,,,,
hyphessobrycon,ecuadoriensis,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
gymnothorax,pictus,,1.0,0,100,,,,,,,,,1.0,,,1.0,,,,,,,,,
coris,dorsomacula,,1.0,2,40,,,,,,,,,1.0,,,,,,,,,,,,
aethaloperca,rogaa,,1.0,3,60,3,60,,,,,,,1.0,,,,1.0,,,,,,,,
rhinogobius,carpenteri,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
rhinichthys,atratulus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
epinephelus,bleekeri,1.0,1.0,30,105,,,,,,,,,,,,,,,,,,,,,
chirolophis,japonicus,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
enteromius,kissiensis,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
nectamia,bandanensis,,1.0,1,34,1,12,,,,,,,1.0,,,,,,,,,,,,
pamphorichthys,scalpridens,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
labidochromis,shiranus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
halichoeres,biocellatus,,1.0,6,35,7,35,,,,,,,1.0,,,,,,,,,,,,
bothus,constellatus,1.0,1.0,1,121,,,,,,,,,,,,,,,,,,,,,
parascorpaena,mcadamsi,,1.0,7,40,,,,,,,,,1.0,,,,,,,,,,,,
gibbonsia,montereyensis,1.0,1.0,?,21,,,,,,,,,,,,,,,,,,,,,
hemigrammopetersius,barnardi,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
lepomis,microlophus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
acanthopagrus,latus,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,
occidentarius,platypogon,1.0,1.0,6,107,?,60,,,,,,,,,,1.0,,,,,,,,,
moxostoma,cervinum,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
squalius,fellowesii,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
haplochromis,bicolor,1.0,,?,12,,,,1.0,,,,,,,,,,,,,,,,,
catostomus,plebeius,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
synodontis,rebeli,,,,,,,1.0,1.0,6.2,6.2,20.0,20.0,,,,,,,,,,,,,
carinotetraodon,travancoricus,1.0,,,,,,,1.0,7.5,7.5,,,,,,,,1.0,,,,,,,
petrocephalus,sullivani,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
chrysichthys,platycephalus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
kyphosus,elegans,,1.0,1,40,,,,,,,,,1.0,,,,,,,,,,,,
scarus,rivulatus,,1.0,1,30,,,,,,,,,1.0,,,,,,,,,,,,
moenkhausia,crisnejas,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
brachypetersius,notospilus,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
cromileptes,altivelis,,1.0,2,40,5,25,,,,,,,1.0,,,,,,,,,,,,
saurogobio,dabryi,,,,,,,1.0,1.0,7.0,7.0,20.0,20.0,,,,1.0,,,,,,,,,
sargocentron,diadema,,1.0,1,60,2,30,,,,,,,1.0,,,,,,,,,,,,
chiloglanis,voltae,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
pseudoplatystoma,fasciatum,1.0,,5,?,,,,1.0,6.0,6.0,4.0,4.0,,,,,,1.0,,,,,,,
bodianus,bilunulatus,,1.0,3,160,,,,,,,,,1.0,,,,,,,,,,,,
acanthurus,nigrofuscus,,1.0,0,25,2,25,,,,,,,1.0,,,,1.0,,,,,,,,
hipposcarus,longiceps,,1.0,0,40,,,,,,,,,1.0,,,,,,,,,,,,
scorpaenodes,steinitzi,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
tachysurus,intermedius,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,
arius,gagora,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
lavinia,exilicauda,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
notropis,potteri,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
bathylagoides,wesethi,,1.0,25,1130,,,,,,,,,,,,,,,,,,,,1.0,
chaunax,reticulatus,,1.0,360,950,,,,,,,,,,,,,,,1.0,,,,,,
chiloglanis,nzerekore,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
ostracion,rhinorhynchos,,1.0,35,50,,,,,,,,,1.0,,,,,,,,,,,,
parambassis,vollmeri,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
sebastapistes,coniorta,,1.0,1,25,,,,,,,,,1.0,,,,1.0,,,,,,,,
sectator,ocyurus,,1.0,1,20,,,,,,,,,,,,,,,,,,,1.0,,
halichoeres,marginatus,,1.0,0,30,,,,,,,,,1.0,,,,,,,,,,,,
scarus,forsteni,,1.0,3,30,,,,,,,,,1.0,,,,,,,,,,,,
chelaethiops,bibie,1.0,,,,,,,1.0,7.0,7.0,10.0,10.0,,,,,,1.0,,,,,,,
pseudophoxinus,syriacus,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
cephalopholis,fulva,,1.0,1,150,1,40,,,,,,,1.0,,,,1.0,,,,,,,,
peristedion,crustosum,,1.0,305,486,,,,,,,,,,,,,,,1.0,,,,,,
cephalopholis,boenak,,1.0,1,64,4,30,,,,,,,1.0,,,,1.0,,,,,,,,
gymnothorax,favagineus,,1.0,1,50,,,,,,,,,1.0,,,1.0,,,,,,,,,
iniistius,celebicus,,1.0,6,15,,,,,,,,,1.0,,,,,,,,,,,,
heteropneustes,microps,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,
cottus,aleuticus,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0
physiculus,nematopus,1.0,1.0,18,1272,,,,,,,,,,,,,,,,,,,,,
epinephelus,corallicola,,1.0,1,30,,,,,,,,,1.0,,,1.0,,,,,,,,,
botia,dario,1.0,,,,,,,1.0,6.5,6.5,10.0,10.0,,,,,,,,,,,,,
carlhubbsia,stuarti,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,
lamprologus,congoensis,,,,,,,1.0,1.0,6.0,6.0,5.0,5.0,,,,,,,,,,,,,
scarus,schlegeli,,1.0,1,50,,,,,,,,,1.0,,,,,,,,,,,,
nemadoras,trimaculatus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
petrocephalus,levequei,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
cyprinella,spiloptera,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
coris,batuensis,,1.0,2,30,2,15,,,,,,,1.0,,,,,,,,,,,,
lutjanus,purpureus,1.0,1.0,26,340,70,120,,,,,,,,,,,,,,,,,,,
parapriacanthus,ransonneti,,1.0,3,30,,,,,,,,,1.0,,,,,,,,,,,,
esox,lucius,,,0,30,1,5,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,
thalassoma,jansenii,,1.0,1,15,1,12,,,,,,,1.0,,,,1.0,,,,,,,,
arothron,hispidus,,1.0,1,50,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,
coris,hewetti,,1.0,1,40,,,,,,,,,1.0,,,,,,,,,,,,
hypsibarbus,malcolmi,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,
neosynchiropus,ocellatus,,1.0,1,30,1,30,,,,,,,1.0,,,,,,,,,,,,
scolopsis,ghanam,,1.0,1,20,,,,,,,,,1.0,,,,,,,,,,,,
nectamia,fusca,,1.0,1,20,,,,,,,,,1.0,,,,,,,,,,,,
apogon,oxina,1.0,1.0,10,22,,,,,,,,,,,,,,,,,,,,,
triportheus,angulatus,,,0,5,,,1.0,1.0,5.0,5.0,,,,,,,,1.0,,,,,,,
chitala,ornata,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,
osteochilus,melanopleurus,,,,,,,1.0,1.0,6.5,6.5,5.0,5.0,,,,,,1.0,,,,,,,
schistura,schultzi,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
gobiosoma,bosc,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
acrossocheilus,paradoxus,,,0,10,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,
clinostomus,elongatus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
hemigymnus,melapterus,,1.0,0,30,5,30,,,,,,,1.0,,,,,,,,,,,,
iniistius,baldwini,,1.0,10,132,,,1.0,,,,,,,,,,,,,,,,,,
epinephelus,quoyanus,,1.0,?,50,,,,,,,,,1.0,,,,,,,,,,,,
chaetodontoplus,mesoleucus,,1.0,1,20,,,,,,,,,1.0,,,,1.0,,,,,,,,
labeobarbus,gulielmi,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
pungitius,pungitius,,1.0,0,110,70,77,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,
schistura,aurantiaca,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
corythoichthys,amplexus,,1.0,0,31,,,,,,,,,1.0,,,,,,,,,,,,
micralestes,elongatus,,,,,,,,1.0,6.0,6.0,16.0,16.0,,1.0,,,,1.0,,,,,,,
notropis,heterodon,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
amphilophus,istlanus,,,,,,,1.0,1.0,8.0,8.0,3.0,3.0,,,,,,,,,,,,,
hyperlophus,vittatus,,1.0,10,13,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,
upeneus,taeniopterus,,1.0,1,50,,,,,,,,,1.0,,,,,,,,,,,,
dorosoma,cepedianum,,1.0,0,33,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,
notropis,boops,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
calotomus,carolinus,,1.0,1,71,,,,,,,,,1.0,,,,,,,,,,,,
noturus,funebris,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
seriola,dumerili,,1.0,1,385,18,72,,,,,,,1.0,,,,,,,1.0,,,,,
cyprinella,analostana,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
gephyrocharax,venezuelae,,,,,,,1.0,1.0,6.0,6.0,20.0,20.0,,,,,,,,,,,,,
plagiotremus,rhinorhynchos,,1.0,1,40,,,,,,,,,1.0,,,,,,,,,,,,
rhinobatos,blochii,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
priocharax,ariel,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
pseudamia,gelatinosa,,1.0,1,64,1,40,,,,,,,1.0,,,,,,,,,,,,
labeobarbus,ensifer,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
halichoeres,melanurus,,1.0,1,15,,,,,,,,,1.0,,,,,,,,,,,,
rasbora,philippina,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
notropis,hypsilepis,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
labropsis,micronesica,,1.0,0,33,,,,,,,,,1.0,,,,,,,,,,,,
oncorhynchus,clarkii,1.0,1.0,0,200,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,
synodus,dermatogenys,,1.0,1,91,,,,,,,,,1.0,,,,,,,,,,,,
cichlasoma,bimaculatum,,,,,,,1.0,1.0,6.5,6.5,3.0,3.0,,,,,,,,,,,,,
enteromius,owenae,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
acanthurus,leucopareius,,1.0,1,85,1,85,,,,,,,1.0,,,,,,,,,,,,
chlorurus,genazonatus,,1.0,6,?,20,?,,,,,,,1.0,,,,,,,,,,,,
aetomylaeus,milvus,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
trimma,unisquame,,1.0,?,200,6,12,,,,,,,1.0,,,,,,,,,,,,
stethojulis,bandanensis,,1.0,0,30,,,,,,,,,1.0,,,,,,,,,,,,
choerodon,cyanodus,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
balitoropsis,zollingeri,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
plectorhinchus,gibbosus,,1.0,8,25,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,
hampala,macrolepidota,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,
orestias,agassizii,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,
paraneetroplus,gibbiceps,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
halichoeres,signifer,,1.0,7,12,,,,,,,,,1.0,,,,,,,,,,,,
phenacobius,teretulus,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
